simplification,nbr_occurences_simpl,surement_pas_canada,canada,details_provenance,obsolete,nbr_occurences_canada
gousses gatte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
gousses lagne,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
gouttières ou goulots,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
gouvernail vieux,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau d'aspic,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau d'émail,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau d'encens,115,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau d'indigo,99,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau d'ivoire,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de canefice,12,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de cire,105,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de cochenille,97,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de corail,30,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de galipot,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de gomme,18,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de jalap,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de mine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de mioche,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de myrthe,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de quinquina,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de rhubarbe,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de sel ammoniac,7,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de séné,135,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de storax,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de tartre,26,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau de vermillon,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau encens,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grabeau manelle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
grai gras,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine,45,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine ???,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine à chapelets,24,0,Hors Canada,,non,159895
graine à chapelets pour l'entrepôt pour Guinée,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine à chapelier,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine à chapelles,2,0,Hors Canada,,non,159895
graine à couteaux,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine alpiste,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine arabique,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine blanche,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine commune,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'abrus,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'absinthe,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'acacia,1,0,Hors Canada,,non,159895
graine d'alipiste,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'alizari,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'alpiste,24,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'ambrette,29,0,Hors Canada,,non,159895
graine d'ameas,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'amome,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'angélique,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'anis,61,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'anis carvi coriandre etc.,2,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'anis vert,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'artichaut,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'asperges,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'aspic,42,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'Avignon,147,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'écarlate,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'encens,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'eparette,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'épicerie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'escayolle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'esparceil,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'étain,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'Inde,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'indigo,7,0,Hors Canada,,non,159895
graine d'ivoire,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'oignon,26,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'oiseau,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'oliette,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine d'oliette et de sénegré,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de beau,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de becs,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de bois,1,0,Peut-être Canada,,non,25695
graine de bois d'Inde,7,0,Hors Canada,,non,159895
graine de bois de hêtre,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de bois des Indes,10,0,Hors Canada,Indes,non,159895
graine de bois du Brésil,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de bouquette,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de brim,1,0,Peut-être Canada,,non,25695
graine de brion,1,0,Hors Canada,,non,159895
graine de brocoli,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de buisson,25,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de caillou,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de campêche,4,0,Hors Canada,tropiques,non,159895
graine de canarico,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de canaris,42,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de cardamome,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de carotte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de carrombe,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de cassave,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de chanvre,256,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de chanvre colza navette et oliette,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de chanvre et de trèfle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de chapelets,24,0,Hors Canada,,non,159895
graine de choux,104,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de choux-fleurs,11,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de citron,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de clave,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de cochenille,13,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de cocon,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de colza,20,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de colza et ?,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de coriandre,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de coton,14,0,Hors Canada,,non,159895
graine de coton et de garance,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de cumin,12,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de diverse,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de fenouil,38,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de fenugrec,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de foin,47,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de foin de luzerne et de trèfle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de forestale,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de France,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de genièvre,228,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de genièvre graine comestible,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de grenier,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de houblon,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de houx,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de jardin,1046,0,Hors Canada,,non,159895
graine de jardin et de fleurs,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de kin,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de laitue,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de lapin,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de laurier,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de laurier dite bekelaers,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de léen,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de légumes,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de lin,732,0,Hors Canada,,non,159895
graine de lin à battre huile,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de lin et à semer,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de lin et grasse,25,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de lin vieille,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de longue,13,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de lupin,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de luzerne,98,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de luzerne et de trèfle,130,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de melon,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de moutarde,267,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de mûriers,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de musc,2,0,Hors Canada,,non,159895
graine de muscade,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de navette,60,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de pain,1,0,Peut-être Canada,,non,25695
graine de paradis,8,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de pécan,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de perles,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de perroquet,14,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de Perse,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de pigeon,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de pirrette,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de pivoine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de prairie,35,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de prairie et de trèfle et luzerne,22,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de pré,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de rabette,8,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de ricin,1,0,Hors Canada,,non,159895
graine de rosette,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de safranum,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de sagou,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de sainfoin,10,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de Saint-Domingue,1,0,Hors Canada,antilles,non,159895
graine de sapin,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de sapotille,1,0,Hors Canada,tropiques,non,159895
graine de scammonée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de semaille,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de sénegré,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de silvestre,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de soudes,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de tasse,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de trèfle,327,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de trèfle et de luzerne,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de tremaine,11,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de trioter,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de truelle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de truffe,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de vermillon,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de vermillon ou d'eolatte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de vers à soie,37,0,Hors Canada,Asie,non,159895
graine de vesse,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine de zedoria,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine des Canaries,33,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine des Îles,2,0,Hors Canada,,non,159895
graine des Indes,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
graine diverse,415,1,Pas importé en France depuis l'Atlantique avant 1765,,non,366111
