simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
morue salée d'Islande,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue sèche,1177,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue sèche et salée et stockfish salé suivant l'état des primes,6,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte,637,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte avariée,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte cabillaud,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte cap et queues,6,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte de Terre Neuve,30,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte des Îles,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte en tonneaux,0,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
morue verte grande et moyenne,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Poissons et fruits de mer,Subsistances,224288
motte de lin,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Lin,Matières premières,179076
mottes à brûler,8,3,Combustibles,Fuels,Combustibles dont charbons et bois,Matières premières,179076
moucherons,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,37499
mouches cantharides,15,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Drogues médicinales diverses,Drogues médicinales,19533
mouches de taffetas,6,8,Articles manufacturés divers n.d.a,Various manufactures,Soieries diverses,Objets manufacturés,112762
mouches à miel,123,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Matières premières diverses,Matières premières,179076
mouchoirs,265,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs ??? de fil de France,0,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs Komel et Renis,1,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs Masulipatan,37,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs Tranquebar,2,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs au brin de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs baffetas,1,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs bandanas,2,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs batiste peint,1,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs blancs,2,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs blancs brodés en fil de chanvre ou de lin,3,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs blancs de chanvre et de lin,2,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs blancs et bleus,1,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs blancs et teints,27,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs bleus,3,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs brodés,13,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs brodés de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs communs,4,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs coupés,3,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs d'Alep,2,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs d'indienne,96,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs d'organdis,3,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de ???,1,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Bengale,107,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Betton,1,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Champafaris,2,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Cholet,146,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Craité,0,6i,Autres filés ou tissés,Other threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de France,1,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Hollande,2,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Laval,1,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Madras,9,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Masulipatan,17,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Paliacate,10,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Patras,1,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Pondichéry,165,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Rouen,101,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Saumur,1,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de Zurich,1,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de batiste,28,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de batiste de Saint-Quentin,2,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de chanvre et de lin blancs,2,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de chanvre et de lin imprimés teints rayés par le tissage,3,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de chanvre et de lin rayés teints ou imprimés,2,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de chasse,1,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de chocolat,2,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton,908,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton blanc,3,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton blancs,1,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton brin de soie,2,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton communs,5,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton de France,22,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton de l'étranger,2,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton des Indes,14,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton découpés,119,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton en coupon,1,6g,Filés ou tissés de coton,Coton threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton et de fil,546,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton et de fil découpés,93,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton et de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
mouchoirs de coton et fil,25,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Châles et mouchoirs hors soie,Objets manufacturés,112762
