numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,leurvaleursubtotal_2,remarks,Double compte,Leurvaleursubtotal_1,direction
720,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif en chandelles,Cayenne et Guyanne,840,1120,livres,,,0,139584,Bordeaux
721,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Suif en chandelles,Sénégal et Guinée,3780,5042,livres,,,0,139584,Bordeaux
722,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Tabac,Sénégal et Guinée,11497,31905,livres,,,0,,Bordeaux
723,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Tableaux,St Domingue,1354,,,1534,,0,1534,Bordeaux
724,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Tableaux,La Guadeloupe,180,,,,,0,1534,Bordeaux
725,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Tableaux,Sénégal et Guinée,120,,,,,0,1534,Bordeaux
726,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; batiste,St Domingue,170995,34199,aunes,231200,,0,231200,Bordeaux
727,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; batiste,La Martinique,44365,887,aunes,,,0,231200,Bordeaux
728,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; batiste,La Guadeloupe,15840,3168,aunes,,,0,231200,Bordeaux
729,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin national,St Domingue,48010,10828,aunes,56290,,0,56290,Bordeaux
730,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin national,La Martinique,3280,430,aunes,,,0,56290,Bordeaux
731,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin national,La Guadeloupe,3040,760,aunes,,,0,56290,Bordeaux
732,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin national,Cayenne et Guyanne,1960,490,aunes,,,0,56290,Bordeaux
733,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin national,Sénégal et Guinée,1540,385,aunes,,,0,56290,Bordeaux
734,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin etranger,St Domingue,41226,5279,aunes,42381,,0,42380,Bordeaux
735,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin etranger,La Martinique,581,83,aunes,,,0,42380,Bordeaux
736,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin etranger,La Guadeloupe,280,40,aunes,,,0,42380,Bordeaux
737,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; bazin etranger,Cayenne et Guyanne,294,42,aunes,,Doute sur la marchandise,0,42380,Bordeaux
738,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; linon,St Domingue,32560,5003,aunes,33733,,0,33733,Bordeaux
739,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; linon,La Martinique,729,113,aunes,,,0,33733,Bordeaux
740,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; linon,La Guadeloupe,444,74,aunes,,,0,33733,Bordeaux
741,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; coutil,St Domingue,34276,11392,aunes,38665,Le pdf donne aussi la quantité en livres,0,33665,Bordeaux
742,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; coutil,La Martinique,4269,1423,aunes,,Le pdf donne aussi la quantité en livres,0,33665,Bordeaux
743,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; coutil,La Guadeloupe,120,40,aunes,,Le pdf donne aussi la quantité en livres,0,33665,Bordeaux
744,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; coutil,Sénégal et Guinée,31245,10415,aunes,,Le pdf donne aussi la quantité en livres,0,33665,Bordeaux
745,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton national,St Domingue,265296,64881,aunes,306808,Le pdf donne aussi la quantité en livres,0,306808,Bordeaux
746,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton national,La Martinique,16400,4100,aunes,,Le pdf donne aussi la quantité en livres,0,306808,Bordeaux
747,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton national,La Guadeloupe,8320,2030,aunes,,,0,306808,Bordeaux
748,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton national,Cayenne et Guyanne,16792,11198,aunes,,,0,306808,Bordeaux
749,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton national,Sénégal et Guinée,21036,6009,aunes,,,0,306808,Bordeaux
750,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton de l'Inde,St Domingue,157347,17483,aunes,207585,,0,207585,Bordeaux
751,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton de l'Inde,La Martinique,16038,1782,aunes,,,0,207585,Bordeaux
752,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton de l'Inde,La Guadeloupe,28800,3200,aunes,,,0,207585,Bordeaux
753,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton de l'Inde,Cayenne et Guyanne,5400,600,aunes,,,0,207585,Bordeaux
754,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton de l'Angleterre,St Domingue,440,110,aunes,,,0,440,Bordeaux
755,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de coton de l'Angleterre,Sénégal et Guinée,2536,634,aunes,,,0,440,Bordeaux
756,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin blanche ??? à la frontière,St Domingue,5125272,2023312,aunes,5994822,,0,5994822,Bordeaux
757,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin blanche ??? à la frontière,La Martinique,520540,208216,aunes,,,0,5994822,Bordeaux
758,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin blanche ??? à la frontière,La Guadeloupe,322260,128160,aunes,,,0,5994822,Bordeaux
759,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin blanche ??? à la frontière,Cayenne et Guyanne,26750,10470,aunes,,,0,5994822,Bordeaux
760,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin blanche ??? à la frontière,Sénégal et Guinée,33675,13450,aunes,,,0,5994822,Bordeaux
761,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin peinte et imprimée,St Domingue,32466,10822,aunes,34020,,0,34020,Bordeaux
762,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin peinte et imprimée,La Martinique,1104,368,aunes,,,0,34020,Bordeaux
763,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin peinte et imprimée,La Guadeloupe,450,150,aunes,,,0,34020,Bordeaux
764,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de lin peinte et imprimée,Sénégal et Guinée,6165,2050,aunes,,,0,34020,Bordeaux
765,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre rousse,St Domingue,544637,496428,aunes,641048,,0,641048,Bordeaux
766,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre rousse,La Martinique,68781,45854,aunes,,,0,641048,Bordeaux
767,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre rousse,La Guadeloupe,26580,17720,aunes,,,0,641048,Bordeaux
768,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre rousse,Cayenne et Guyanne,1050,700,aunes,,,0,641048,Bordeaux
769,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre rousse,Sénégal et Guinée,19500,13000,aunes,,,0,641048,Bordeaux
770,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre à voile,St Domingue,82929,66344,aunes,108179,,0,108179,Bordeaux
771,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre à voile,La Martinique,17000,13600,aunes,,,0,108179,Bordeaux
772,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre à voile,La Guadeloupe,7450,5960,aunes,,,0,108179,Bordeaux
773,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre à voile,Cayenne et Guyanne,800,640,aunes,,,0,108179,Bordeaux
774,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; de chanvre à voile,Sénégal et Guinée,1875,1500,aunes,,,0,108179,Bordeaux
775,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; à robe fil et coton de Cholet,St Domingue,56556,8704,aunes,61431,,0,61431,Bordeaux
776,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; à robe fil et coton de Cholet,La Martinique,3250,500,aunes,,,0,61451,Bordeaux
777,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; à robe fil et coton de Cholet,La Guadeloupe,1625,250,aunes,,,0,61451,Bordeaux
778,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; à robe fil et coton de Cholet,Sénégal et Guinée,84760,13040,aunes,,,0,61451,Bordeaux
779,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; fil et laine de Lille,St Domingue,2343,781,aunes,2343,,0,2343,Bordeaux
780,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; fil et laine de Lille,Sénégal et Guinée,7500,2480,aunes,,,0,2343,Bordeaux
781,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; gingas,St Domingue,148212,123511,aunes,166577,,0,166577,Bordeaux
782,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; gingas,La Martinique,9656,8047,aunes,,,0,166577,Bordeaux
783,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; gingas,La Guadeloupe,3993,3328,aunes,,,0,166577,Bordeaux
784,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; gingas,Cayenne et Guyanne,4716,3935,aunes,,,0,166577,Bordeaux
785,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; gingas,Sénégal et Guinée,5217,4348,aunes,,,0,166577,Bordeaux
786,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; siamoise fil et coton,St Domingue,36776,8894,aunes,43508,,0,43508,Bordeaux
787,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; siamoise fil et coton,La Martinique,1344,336,aunes,,,0,43508,Bordeaux
788,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; siamoise fil et coton,La Guadeloupe,2800,700,aunes,,,0,43508,Bordeaux
789,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; siamoise fil et coton,Cayenne et Guyanne,2588,647,aunes,,,0,43508,Bordeaux
790,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; siamoise fil et coton,Sénégal et Guinée,59016,9754,aunes,,,0,43508,Bordeaux
791,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne nationales,St Domingue,427290,93042,aunes,509007,,0,509007,Bordeaux
792,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne nationales,La Martinique,51824,11093,aunes,,,0,509007,Bordeaux
793,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne nationales,La Guadeloupe,20765,4803,aunes,,,0,509007,Bordeaux
794,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne nationales,Cayenne et Guyanne,9128,1734,aunes,,,0,509007,Bordeaux
795,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne nationales,Sénégal et Guinée,16800,3450,aunes,,,0,509007,Bordeaux
796,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne étrangères,St Domingue,57149,16967,aunes,59804,,0,59804,Bordeaux
797,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne étrangères,La Martinique,1155,330,aunes,,,0,59804,Bordeaux
798,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne étrangères,La Guadeloupe,1500,500,aunes,,,0,59804,Bordeaux
799,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; indienne étrangères,Sénégal et Guinée,57894,20566,aunes,,,0,59804,Bordeaux
800,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; des Indes du commerce de France,St Domingue,55994,22492,aunes,67338,,0,67338,Bordeaux
801,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; des Indes du commerce de France,La Martinique,6960,2950,aunes,,,0,67338,Bordeaux
802,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; des Indes du commerce de France,La Guadeloupe,688,430,aunes,,,0,67338,Bordeaux
803,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; des Indes du commerce de France,Cayenne et Guyanne,3696,1180,aunes,,,0,67338,Bordeaux
804,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; des Indes du commerce de France,Sénégal et Guinée,458113,13443,aunes,,,0,67338,Bordeaux
805,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; des Indes du commerce de l'étranger,Sénégal et Guinée,431326,20958,pièces,,,0,,Bordeaux
806,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Toiles ; imitant celles de l'Inde (nationale),Sénégal et Guinée,120692,43277,aunes,,,0,,Bordeaux
807,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verrerie,St Domingue,1350,,,1855,,0,1855,Bordeaux
808,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verrerie,La Martinique,171,,,,,0,1855,Bordeaux
809,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verrerie,La Guadeloupe,12,,,,,0,1855,Bordeaux
810,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verrerie,Cayenne et Guyanne,322,,,,,0,1855,Bordeaux
811,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verrerie,Sénégal et Guinée,3293,,,,,0,1855,Bordeaux
812,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en bouteille,St Domingue,59535,212627,nombre,96194,,0,96193,Bordeaux
813,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en bouteille,La Martinique,30813,106481,nombre,,,0,96193,Bordeaux
814,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en bouteille,La Guadeloupe,5846,19877,nombre,,,0,96193,Bordeaux
815,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en bouteille,Sénégal et Guinée,1239,4425,nombre,,,0,96193,Bordeaux
816,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en dame jeanne,St Domingue,29220,9740,nombre,37824,,0,37824,Bordeaux
817,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en dame jeanne,La Martinique,3963,1321,nombre,,,0,37824,Bordeaux
818,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en dame jeanne,La Guadeloupe,4155,1385,nombre,,,0,37824,Bordeaux
819,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en dame jeanne,Cayenne et Guyanne,486,162,nombre,,,0,37824,Bordeaux
820,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres en dame jeanne,Sénégal et Guinée,411,137,nombre,,,0,37824,Bordeaux
821,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres à boire,St Domingue,3539,18248,nombre,4526,,0,4526,Bordeaux
822,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres à boire,La Martinique,288,1584,nombre,,,0,4526,Bordeaux
823,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres à boire,La Guadeloupe,699,3140,nombre,,,0,4526,Bordeaux
824,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Verrerie ; verres à boire,Sénégal et Guinée,626,3580,nombre,,,0,4526,Bordeaux
825,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vinaigre,St Domingue,6985,"406,5555555556",muids,9526,,0,9526,Bordeaux
827,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vinaigre,La Martinique,1643,"95,6979166667",muids,,,0,9526,Bordeaux
829,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vinaigre,La Guadeloupe,814,"47,6770833333",muids,,,0,9526,Bordeaux
831,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vinaigre,Cayenne et Guyanne,84,"4,9201388889",muids,,,0,9526,Bordeaux
833,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vinaigre,Sénégal et Guinée,862,"50,15625",muids,,,0,9526,Bordeaux
835,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vins ; de ville et de haut,St Domingue,2974848,"69343,8194444444",muids,3956821,,0,3956821,Bordeaux
837,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vins ; de ville et de haut,La Martinique,563514,"13135,5694444444",muids,,,0,3956821,Bordeaux
839,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vins ; de ville et de haut,La Guadeloupe,394292,"9190,9756944445",muids,,,0,3956821,Bordeaux
841,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vins ; de ville et de haut,Cayenne et Guyanne,24167,"563,3680555556",muids,,Le pdf donne aussi la quantité en nombres,0,3956821,Bordeaux
843,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,7,Vins ; de ville et de haut,Sénégal et Guinée,77431,"1804,9791666667",muids,,,0,3956821,Bordeaux
